downloaded from https://www.e-stat.go.jp/dbview?sid=0003412315
STAT_NAME	00200524	人口推計
STATISTICS_NAME	人口推計 2019年10月1日現在人口推計
TITLE	表番号 003 年齢（５階級），男女別人口及び割合－総人口
cat01_code	男女別	cat02_code	人口・割合	cat03_code	年齢5階級	area_code	全国	time_code	時間軸（年）	unit	value	annotation
cat01_code	GenderGroup	cat02_code	numeric	cat03_code	AgeGroup	area_code	Area	time_code	year	unit	value	annotation
001	男	002	割合	01009	40-44	00000	全国	2019000000	2019	%	7.19	
001	男	002	割合	01010	45-49	00000	全国	2015000001	2015	%	7.15	
001	男	002	割合	01010	45-49	00000	全国	2016000001	2016	%	7.59	
001	男	002	割合	01010	45-49	00000	全国	2017000001	2017	%	7.75	
001	男	002	割合	01010	45-49	00000	全国	2018000001	2018	%	7.94	
001	男	002	割合	01010	45-49	00000	全国	2019000000	2019	%	8.07	
001	男	002	割合	01011	50-54	00000	全国	2015000001	2015	%	6.52	
001	男	002	割合	01011	50-54	00000	全国	2016000001	2016	%	6.42	
001	男	002	割合	01011	50-54	00000	全国	2017000001	2017	%	6.65	
001	男	002	割合	01011	50-54	00000	全国	2018000001	2018	%	6.83	
001	男	002	割合	01011	50-54	00000	全国	2019000000	2019	%	7.02	
001	男	002	割合	01012	55-59	00000	全国	2015000001	2015	%	6.12	
001	男	002	割合	01012	55-59	00000	全国	2016000001	2016	%	6.09	
001	男	002	割合	01012	55-59	00000	全国	2017000001	2017	%	6.14	
001	男	002	割合	01012	55-59	00000	全国	2018000001	2018	%	6.21	
001	男	002	割合	01012	55-59	00000	全国	2019000000	2019	%	6.27	
001	男	002	割合	01013	60-64	00000	全国	2015000001	2015	%	6.81	
001	男	002	割合	01013	60-64	00000	全国	2016000001	2016	%	6.51	
001	男	002	割合	01013	60-64	00000	全国	2017000001	2017	%	6.24	
001	男	002	割合	01013	60-64	00000	全国	2018000001	2018	%	6.09	
001	男	002	割合	01013	60-64	00000	全国	2019000000	2019	%	6.05	
001	男	002	割合	01014	65-69	00000	全国	2015000001	2015	%	7.64	
001	男	002	割合	01014	65-69	00000	全国	2016000001	2016	%	8.05	
001	男	002	割合	01014	65-69	00000	全国	2017000001	2017	%	7.78	
001	男	002	割合	01014	65-69	00000	全国	2018000001	2018	%	7.36	
001	男	002	割合	01014	65-69	00000	全国	2019000000	2019	%	6.87	
001	男	002	割合	01015	70-74	00000	全国	2015000001	2015	%	5.86	
001	男	002	割合	01015	70-74	00000	全国	2016000001	2016	%	5.59	
001	男	002	割合	01015	70-74	00000	全国	2017000001	2017	%	5.89	
001	男	002	割合	01015	70-74	00000	全国	2018000001	2018	%	6.29	
001	男	002	割合	01015	70-74	00000	全国	2019000000	2019	%	6.67	
001	男	002	割合	01016	75-79	00000	全国	2015000001	2015	%	4.56	
001	男	002	割合	01016	75-79	00000	全国	2016000001	2016	%	4.70	
001	男	002	割合	01016	75-79	00000	全国	2017000001	2017	%	4.88	
001	男	002	割合	01016	75-79	00000	全国	2018000001	2018	%	5.04	
001	男	002	割合	01016	75-79	00000	全国	2019000000	2019	%	5.27	
001	男	002	割合	01017	80-84	00000	全国	2015000001	2015	%	3.26	
001	男	002	割合	01017	80-84	00000	全国	2016000001	2016	%	3.39	
001	男	002	割合	01017	80-84	00000	全国	2017000001	2017	%	3.50	
001	男	002	割合	01017	80-84	00000	全国	2018000001	2018	%	3.57	
001	男	002	割合	01017	80-84	00000	全国	2019000000	2019	%	3.58	
001	男	002	割合	01018	85-89	00000	全国	2015000001	2015	%	1.73	
001	男	002	割合	01018	85-89	00000	全国	2016000001	2016	%	1.81	
001	男	002	割合	01018	85-89	00000	全国	2017000001	2017	%	1.90	
001	男	002	割合	01018	85-89	00000	全国	2018000001	2018	%	1.99	
001	男	002	割合	01018	85-89	00000	全国	2019000000	2019	%	2.07	
001	男	002	割合	01019	90-94	00000	全国	2015000001	2015	%	0.54	
001	男	002	割合	01019	90-94	00000	全国	2016000001	2016	%	0.61	
001	男	002	割合	01019	90-94	00000	全国	2017000001	2017	%	0.68	
001	男	002	割合	01019	90-94	00000	全国	2018000001	2018	%	0.73	
001	男	002	割合	01019	90-94	00000	全国	2019000000	2019	%	0.78	
001	男	002	割合	01020	95-99	00000	全国	2015000001	2015	%	0.10	
001	男	002	割合	01020	95-99	00000	全国	2016000001	2016	%	0.11	
001	男	002	割合	01020	95-99	00000	全国	2017000001	2017	%	0.11	
001	男	002	割合	01020	95-99	00000	全国	2018000001	2018	%	0.12	
001	男	002	割合	01020	95-99	00000	全国	2019000000	2019	%	0.14	
001	男	002	割合	01021	100以上	00000	全国	2015000001	2015	%	0.01	
001	男	002	割合	01021	100以上	00000	全国	2016000001	2016	%	0.01	
001	男	002	割合	01021	100以上	00000	全国	2017000001	2017	%	0.01	
001	男	002	割合	01021	100以上	00000	全国	2018000001	2018	%	0.01	
001	男	002	割合	01021	100以上	00000	全国	2019000000	2019	%	0.01	
001	男	002	割合	02000	15未満	00000	全国	2015000001	2015	%	13.20	
001	男	002	割合	02000	15未満	00000	全国	2016000001	2016	%	13.08	
001	男	002	割合	02000	15未満	00000	全国	2017000001	2017	%	12.95	
001	男	002	割合	02000	15未満	00000	全国	2018000001	2018	%	12.83	
001	男	002	割合	02000	15未満	00000	全国	2019000000	2019	%	12.69	
001	男	002	割合	01023	15-64	00000	全国	2015000001	2015	%	63.10	
001	男	002	割合	01023	15-64	00000	全国	2016000001	2016	%	62.63	
001	男	002	割合	01023	15-64	00000	全国	2017000001	2017	%	62.30	
001	男	002	割合	01023	15-64	00000	全国	2018000001	2018	%	62.05	
001	男	002	割合	01023	15-64	00000	全国	2019000000	2019	%	61.91	
001	男	002	割合	01024	65以上	00000	全国	2015000001	2015	%	23.70	
001	男	002	割合	01024	65以上	00000	全国	2016000001	2016	%	24.28	
001	男	002	割合	01024	65以上	00000	全国	2017000001	2017	%	24.75	
001	男	002	割合	01024	65以上	00000	全国	2018000001	2018	%	25.12	
001	男	002	割合	01024	65以上	00000	全国	2019000000	2019	%	25.40	
001	男	002	割合	01028	65-74	00000	全国	2015000001	2015	%	13.50	
001	男	002	割合	01028	65-74	00000	全国	2016000001	2016	%	13.64	
001	男	002	割合	01028	65-74	00000	全国	2017000001	2017	%	13.67	
001	男	002	割合	01028	65-74	00000	全国	2018000001	2018	%	13.65	
001	男	002	割合	01028	65-74	00000	全国	2019000000	2019	%	13.53	
001	男	002	割合	01029	75以上	00000	全国	2015000001	2015	%	10.20	
001	男	002	割合	01029	75以上	00000	全国	2016000001	2016	%	10.65	
001	男	002	割合	01029	75以上	00000	全国	2017000001	2017	%	11.09	
001	男	002	割合	01029	75以上	00000	全国	2018000001	2018	%	11.47	
001	男	002	割合	01029	75以上	00000	全国	2019000000	2019	%	11.87	
002	女	001	人口	01000	総数	00000	全国	2015000001	2015	thousands	65253	
002	女	001	人口	01000	総数	00000	全国	2016000001	2016	thousands	65167	
002	女	001	人口	01000	総数	00000	全国	2017000001	2017	thousands	65051	
002	女	001	人口	01000	総数	00000	全国	2018000001	2018	thousands	64911	
002	女	001	人口	01000	総数	00000	全国	2019000000	2019	thousands	64756	
002	女	001	人口	01001	0-4	00000	全国	2015000001	2015	thousands	2445	
002	女	001	人口	01001	0-4	00000	全国	2016000001	2016	thousands	2423	
002	女	001	人口	01001	0-4	00000	全国	2017000001	2017	thousands	2396	
002	女	001	人口	01001	0-4	00000	全国	2018000001	2018	thousands	2360	
002	女	001	人口	01001	0-4	00000	全国	2019000000	2019	thousands	2320	
002	女	001	人口	01002	5-9	00000	全国	2015000001	2015	thousands	2594	
002	女	001	人口	01002	5-9	00000	全国	2016000001	2016	thousands	2586	
002	女	001	人口	01002	5-9	00000	全国	2017000001	2017	thousands	2561	
002	女	001	人口	01002	5-9	00000	全国	2018000001	2018	thousands	2530	
002	女	001	人口	01002	5-9	00000	全国	2019000000	2019	thousands	2489	
002	女	001	人口	01003	10-14	00000	全国	2015000001	2015	thousands	2741	
002	女	001	人口	01003	10-14	00000	全国	2016000001	2016	thousands	2691	
002	女	001	人口	01003	10-14	00000	全国	2017000001	2017	thousands	2651	
002	女	001	人口	01003	10-14	00000	全国	2018000001	2018	thousands	2632	
002	女	001	人口	01003	10-14	00000	全国	2019000000	2019	thousands	2610	
002	女	001	人口	01004	15-19	00000	全国	2015000001	2015	thousands	2942	
002	女	001	人口	01004	15-19	00000	全国	2016000001	2016	thousands	2937	
002	女	001	人口	01004	15-19	00000	全国	2017000001	2017	thousands	2916	
002	女	001	人口	01004	15-19	00000	全国	2018000001	2018	thousands	2875	
002	女	001	人口	01004	15-19	00000	全国	2019000000	2019	thousands	2835	
002	女	001	人口	01005	20-24	00000	全国	2015000001	2015	thousands	2969	
002	女	001	人口	01005	20-24	00000	全国	2016000001	2016	thousands	2989	
002	女	001	人口	01005	20-24	00000	全国	2017000001	2017	thousands	3023	
002	女	001	人口	01005	20-24	00000	全国	2018000001	2018	thousands	3066	
002	女	001	人口	01005	20-24	00000	全国	2019000000	2019	thousands	3089	
002	女	001	人口	01006	25-29	00000	全国	2015000001	2015	thousands	3199	
002	女	001	人口	01006	25-29	00000	全国	2016000001	2016	thousands	3125	
002	女	001	人口	01006	25-29	00000	全国	2017000001	2017	thousands	3069	
002	女	001	人口	01006	25-29	00000	全国	2018000001	2018	thousands	3029	
002	女	001	人口	01006	25-29	00000	全国	2019000000	2019	thousands	3025	
002	女	001	人口	01007	30-34	00000	全国	2015000001	2015	thousands	3645	
002	女	001	人口	01007	30-34	00000	全国	2016000001	2016	thousands	3572	
002	女	001	人口	01007	30-34	00000	全国	2017000001	2017	thousands	3496	
002	女	001	人口	01007	30-34	00000	全国	2018000001	2018	thousands	3404	
002	女	001	人口	01007	30-34	00000	全国	2019000000	2019	thousands	3305	
002	女	001	人口	01008	35-39	00000	全国	2015000001	2015	thousands	4149	
002	女	001	人口	01008	35-39	00000	全国	2016000001	2016	thousands	4001	
002	女	001	人口	01008	35-39	00000	全国	2017000001	2017	thousands	3888	
002	女	001	人口	01008	35-39	00000	全国	2018000001	2018	thousands	3794	
002	女	001	人口	01008	35-39	00000	全国	2019000000	2019	thousands	3723	
002	女	001	人口	01009	40-44	00000	全国	2015000001	2015	thousands	4859	
002	女	001	人口	01009	40-44	00000	全国	2016000001	2016	thousands	4792	
002	女	001	人口	01009	40-44	00000	全国	2017000001	2017	thousands	4658	
002	女	001	人口	01009	40-44	00000	全国	2018000001	2018	thousands	4484	
002	女	001	人口	01009	40-44	00000	全国	2019000000	2019	thousands	4301	
002	女	001	人口	01010	45-49	00000	全国	2015000001	2015	thousands	4344	
002	女	001	人口	01010	45-49	00000	全国	2016000001	2016	thousands	4596	
002	女	001	人口	01010	45-49	00000	全国	2017000001	2017	thousands	4680	
002	女	001	人口	01010	45-49	00000	全国	2018000001	2018	thousands	4783	
002	女	001	人口	01010	45-49	00000	全国	2019000000	2019	thousands	4846	
002	女	001	人口	01011	50-54	00000	全国	2015000001	2015	thousands	3995	
002	女	001	人口	01011	50-54	00000	全国	2016000001	2016	thousands	3935	
002	女	001	人口	01011	50-54	00000	全国	2017000001	2017	thousands	4058	
002	女	001	人口	01011	50-54	00000	全国	2018000001	2018	thousands	4157	
002	女	001	人口	01011	50-54	00000	全国	2019000000	2019	thousands	4258	
002	女	001	人口	01012	55-59	00000	全国	2015000001	2015	thousands	3817	
002	女	001	人口	01012	55-59	00000	全国	2016000001	2016	thousands	3786	
002	女	001	人口	01012	55-59	00000	全国	2017000001	2017	thousands	3806	
002	女	001	人口	01012	55-59	00000	全国	2018000001	2018	thousands	3832	
002	女	001	人口	01012	55-59	00000	全国	2019000000	2019	thousands	3859	
002	女	001	人口	01013	60-64	00000	全国	2015000001	2015	thousands	4342	
002	女	001	人口	01013	60-64	00000	全国	2016000001	2016	thousands	4141	
002	女	001	人口	01013	60-64	00000	全国	2017000001	2017	thousands	3958	
002	女	001	人口	01013	60-64	00000	全国	2018000001	2018	thousands	3847	
002	女	001	人口	01013	60-64	00000	全国	2019000000	2019	thousands	3810	
002	女	001	人口	01014	65-69	00000	全国	2015000001	2015	thousands	5036	
002	女	001	人口	01014	65-69	00000	全国	2016000001	2016	thousands	5303	
002	女	001	人口	01014	65-69	00000	全国	2017000001	2017	thousands	5123	
002	女	001	人口	01014	65-69	00000	全国	2018000001	2018	thousands	4837	
002	女	001	人口	01014	65-69	00000	全国	2019000000	2019	thousands	4492	
002	女	001	人口	01015	70-74	00000	全国	2015000001	2015	thousands	4162	
002	女	001	人口	01015	70-74	00000	全国	2016000001	2016	thousands	3956	
002	女	001	人口	01015	70-74	00000	全国	2017000001	2017	thousands	4120	
002	女	001	人口	01015	70-74	00000	全国	2018000001	2018	thousands	4365	
002	女	001	人口	01015	70-74	00000	全国	2019000000	2019	thousands	4591	
002	女	001	人口	01016	75-79	00000	全国	2015000001	2015	thousands	3537	
002	女	001	人口	01016	75-79	00000	全国	2016000001	2016	thousands	3620	
002	女	001	人口	01016	75-79	00000	全国	2017000001	2017	thousands	3730	
002	女	001	人口	01016	75-79	00000	全国	2018000001	2018	thousands	3831	
002	女	001	人口	01016	75-79	00000	全国	2019000000	2019	thousands	4003	
002	女	001	人口	01017	80-84	00000	全国	2015000001	2015	thousands	3011	
002	女	001	人口	01017	80-84	00000	全国	2016000001	2016	thousands	3085	
002	女	001	人口	01017	80-84	00000	全国	2017000001	2017	thousands	3137	
002	女	001	人口	01017	80-84	00000	全国	2018000001	2018	thousands	3153	
002	女	001	人口	01017	80-84	00000	全国	2019000000	2019	thousands	3130	
002	女	001	人口	01018	85-89	00000	全国	2015000001	2015	thousands	2088	
002	女	001	人口	01018	85-89	00000	全国	2016000001	2016	thousands	2155	
002	女	001	人口	01018	85-89	00000	全国	2017000001	2017	thousands	2222	
002	女	001	人口	01018	85-89	00000	全国	2018000001	2018	thousands	2289	
002	女	001	人口	01018	85-89	00000	全国	2019000000	2019	thousands	2338	
002	女	001	人口	01019	90-94	00000	全国	2015000001	2015	thousands	1026	
002	女	001	人口	01019	90-94	00000	全国	2016000001	2016	thousands	1100	
002	女	001	人口	01019	90-94	00000	全国	2017000001	2017	thousands	1165	
002	女	001	人口	01019	90-94	00000	全国	2018000001	2018	thousands	1223	
002	女	001	人口	01019	90-94	00000	全国	2019000000	2019	thousands	1279	
002	女	001	人口	01020	95-99	00000	全国	2015000001	2015	thousands	298	
002	女	001	人口	01020	95-99	00000	全国	2016000001	2016	thousands	316	
002	女	001	人口	01020	95-99	00000	全国	2017000001	2017	thousands	335	
002	女	001	人口	01020	95-99	00000	全国	2018000001	2018	thousands	363	
002	女	001	人口	01020	95-99	00000	全国	2019000000	2019	thousands	392	
002	女	001	人口	01021	100以上	00000	全国	2015000001	2015	thousands	53	
002	女	001	人口	01021	100以上	00000	全国	2016000001	2016	thousands	57	
002	女	001	人口	01021	100以上	00000	全国	2017000001	2017	thousands	59	
002	女	001	人口	01021	100以上	00000	全国	2018000001	2018	thousands	60	
002	女	001	人口	01021	100以上	00000	全国	2019000000	2019	thousands	60	
002	女	001	人口	02000	15未満	00000	全国	2015000001	2015	thousands	7781	
002	女	001	人口	02000	15未満	00000	全国	2016000001	2016	thousands	7700	
002	女	001	人口	02000	15未満	00000	全国	2017000001	2017	thousands	7608	
002	女	001	人口	02000	15未満	00000	全国	2018000001	2018	thousands	7522	
002	女	001	人口	02000	15未満	00000	全国	2019000000	2019	thousands	7420	
002	女	001	人口	01023	15-64	00000	全国	2015000001	2015	thousands	38261	
002	女	001	人口	01023	15-64	00000	全国	2016000001	2016	thousands	37875	
002	女	001	人口	01023	15-64	00000	全国	2017000001	2017	thousands	37552	
002	女	001	人口	01023	15-64	00000	全国	2018000001	2018	thousands	37269	
002	女	001	人口	01023	15-64	00000	全国	2019000000	2019	thousands	37050	
002	女	001	人口	01024	65以上	00000	全国	2015000001	2015	thousands	19211	
002	女	001	人口	01024	65以上	00000	全国	2016000001	2016	thousands	19592	
002	女	001	人口	01024	65以上	00000	全国	2017000001	2017	thousands	19891	
002	女	001	人口	01024	65以上	00000	全国	2018000001	2018	thousands	20120	
002	女	001	人口	01024	65以上	00000	全国	2019000000	2019	thousands	20285	
002	女	001	人口	01028	65-74	00000	全国	2015000001	2015	thousands	9198	
002	女	001	人口	01028	65-74	00000	全国	2016000001	2016	thousands	9259	
002	女	001	人口	01028	65-74	00000	全国	2017000001	2017	thousands	9243	
002	女	001	人口	01028	65-74	00000	全国	2018000001	2018	thousands	9202	
002	女	001	人口	01028	65-74	00000	全国	2019000000	2019	thousands	9083	
002	女	001	人口	01029	75以上	00000	全国	2015000001	2015	thousands	10013	
002	女	001	人口	01029	75以上	00000	全国	2016000001	2016	thousands	10333	
002	女	001	人口	01029	75以上	00000	全国	2017000001	2017	thousands	10647	
002	女	001	人口	01029	75以上	00000	全国	2018000001	2018	thousands	10918	
002	女	001	人口	01029	75以上	00000	全国	2019000000	2019	thousands	11202	
002	女	002	割合	01000	総数	00000	全国	2015000001	2015	%	100.00	
002	女	002	割合	01000	総数	00000	全国	2016000001	2016	%	100.00	
002	女	002	割合	01000	総数	00000	全国	2017000001	2017	%	100.00	
002	女	002	割合	01000	総数	00000	全国	2018000001	2018	%	100.00	
002	女	002	割合	01000	総数	00000	全国	2019000000	2019	%	100.00	
002	女	002	割合	01001	0-4	00000	全国	2015000001	2015	%	3.75	
002	女	002	割合	01001	0-4	00000	全国	2016000001	2016	%	3.72	
002	女	002	割合	01001	0-4	00000	全国	2017000001	2017	%	3.68	
002	女	002	割合	01001	0-4	00000	全国	2018000001	2018	%	3.64	
002	女	002	割合	01001	0-4	00000	全国	2019000000	2019	%	3.58	
002	女	002	割合	01002	5-9	00000	全国	2015000001	2015	%	3.98	
002	女	002	割合	01002	5-9	00000	全国	2016000001	2016	%	3.97	
002	女	002	割合	01002	5-9	00000	全国	2017000001	2017	%	3.94	
002	女	002	割合	01002	5-9	00000	全国	2018000001	2018	%	3.90	
002	女	002	割合	01002	5-9	00000	全国	2019000000	2019	%	3.84	
002	女	002	割合	01003	10-14	00000	全国	2015000001	2015	%	4.20	
002	女	002	割合	01003	10-14	00000	全国	2016000001	2016	%	4.13	
002	女	002	割合	01003	10-14	00000	全国	2017000001	2017	%	4.08	
002	女	002	割合	01003	10-14	00000	全国	2018000001	2018	%	4.05	
002	女	002	割合	01003	10-14	00000	全国	2019000000	2019	%	4.03	
002	女	002	割合	01004	15-19	00000	全国	2015000001	2015	%	4.51	
002	女	002	割合	01004	15-19	00000	全国	2016000001	2016	%	4.51	
002	女	002	割合	01004	15-19	00000	全国	2017000001	2017	%	4.48	
002	女	002	割合	01004	15-19	00000	全国	2018000001	2018	%	4.43	
002	女	002	割合	01004	15-19	00000	全国	2019000000	2019	%	4.38	
002	女	002	割合	01005	20-24	00000	全国	2015000001	2015	%	4.55	
002	女	002	割合	01005	20-24	00000	全国	2016000001	2016	%	4.59	
002	女	002	割合	01005	20-24	00000	全国	2017000001	2017	%	4.65	
002	女	002	割合	01005	20-24	00000	全国	2018000001	2018	%	4.72	
002	女	002	割合	01005	20-24	00000	全国	2019000000	2019	%	4.77	
002	女	002	割合	01006	25-29	00000	全国	2015000001	2015	%	4.90	
002	女	002	割合	01006	25-29	00000	全国	2016000001	2016	%	4.80	
002	女	002	割合	01006	25-29	00000	全国	2017000001	2017	%	4.72	
002	女	002	割合	01006	25-29	00000	全国	2018000001	2018	%	4.67	
002	女	002	割合	01006	25-29	00000	全国	2019000000	2019	%	4.67	
002	女	002	割合	01007	30-34	00000	全国	2015000001	2015	%	5.59	
002	女	002	割合	01007	30-34	00000	全国	2016000001	2016	%	5.48	
002	女	002	割合	01007	30-34	00000	全国	2017000001	2017	%	5.37	
002	女	002	割合	01007	30-34	00000	全国	2018000001	2018	%	5.24	
002	女	002	割合	01007	30-34	00000	全国	2019000000	2019	%	5.10	
002	女	002	割合	01008	35-39	00000	全国	2015000001	2015	%	6.36	
002	女	002	割合	01008	35-39	00000	全国	2016000001	2016	%	6.14	
002	女	002	割合	01008	35-39	00000	全国	2017000001	2017	%	5.98	
002	女	002	割合	01008	35-39	00000	全国	2018000001	2018	%	5.84	
002	女	002	割合	01008	35-39	00000	全国	2019000000	2019	%	5.75	
002	女	002	割合	01009	40-44	00000	全国	2015000001	2015	%	7.45	
002	女	002	割合	01009	40-44	00000	全国	2016000001	2016	%	7.35	
002	女	002	割合	01009	40-44	00000	全国	2017000001	2017	%	7.16	
002	女	002	割合	01009	40-44	00000	全国	2018000001	2018	%	6.91	
002	女	002	割合	01009	40-44	00000	全国	2019000000	2019	%	6.64	
002	女	002	割合	01010	45-49	00000	全国	2015000001	2015	%	6.66	
002	女	002	割合	01010	45-49	00000	全国	2016000001	2016	%	7.05	
002	女	002	割合	01010	45-49	00000	全国	2017000001	2017	%	7.19	
002	女	002	割合	01010	45-49	00000	全国	2018000001	2018	%	7.37	
002	女	002	割合	01010	45-49	00000	全国	2019000000	2019	%	7.48	
002	女	002	割合	01011	50-54	00000	全国	2015000001	2015	%	6.12	
002	女	002	割合	01011	50-54	00000	全国	2016000001	2016	%	6.04	
002	女	002	割合	01011	50-54	00000	全国	2017000001	2017	%	6.24	
002	女	002	割合	01011	50-54	00000	全国	2018000001	2018	%	6.40	
002	女	002	割合	01011	50-54	00000	全国	2019000000	2019	%	6.58	
002	女	002	割合	01012	55-59	00000	全国	2015000001	2015	%	5.85	
002	女	002	割合	01012	55-59	00000	全国	2016000001	2016	%	5.81	
002	女	002	割合	01012	55-59	00000	全国	2017000001	2017	%	5.85	
002	女	002	割合	01012	55-59	00000	全国	2018000001	2018	%	5.90	
002	女	002	割合	01012	55-59	00000	全国	2019000000	2019	%	5.96	
002	女	002	割合	01013	60-64	00000	全国	2015000001	2015	%	6.65	
002	女	002	割合	01013	60-64	00000	全国	2016000001	2016	%	6.35	
002	女	002	割合	01013	60-64	00000	全国	2017000001	2017	%	6.08	
002	女	002	割合	01013	60-64	00000	全国	2018000001	2018	%	5.93	
002	女	002	割合	01013	60-64	00000	全国	2019000000	2019	%	5.88	
002	女	002	割合	01014	65-69	00000	全国	2015000001	2015	%	7.72	
002	女	002	割合	01014	65-69	00000	全国	2016000001	2016	%	8.14	
002	女	002	割合	01014	65-69	00000	全国	2017000001	2017	%	7.88	
002	女	002	割合	01014	65-69	00000	全国	2018000001	2018	%	7.45	
002	女	002	割合	01014	65-69	00000	全国	2019000000	2019	%	6.94	
002	女	002	割合	01015	70-74	00000	全国	2015000001	2015	%	6.38	
002	女	002	割合	01015	70-74	00000	全国	2016000001	2016	%	6.07	
002	女	002	割合	01015	70-74	00000	全国	2017000001	2017	%	6.33	
002	女	002	割合	01015	70-74	00000	全国	2018000001	2018	%	6.73	
002	女	002	割合	01015	70-74	00000	全国	2019000000	2019	%	7.09	
002	女	002	割合	01016	75-79	00000	全国	2015000001	2015	%	5.42	
002	女	002	割合	01016	75-79	00000	全国	2016000001	2016	%	5.55	
002	女	002	割合	01016	75-79	00000	全国	2017000001	2017	%	5.73	
002	女	002	割合	01016	75-79	00000	全国	2018000001	2018	%	5.90	
002	女	002	割合	01016	75-79	00000	全国	2019000000	2019	%	6.18	
002	女	002	割合	01017	80-84	00000	全国	2015000001	2015	%	4.61	
002	女	002	割合	01017	80-84	00000	全国	2016000001	2016	%	4.73	
002	女	002	割合	01017	80-84	00000	全国	2017000001	2017	%	4.82	
002	女	002	割合	01017	80-84	00000	全国	2018000001	2018	%	4.86	
002	女	002	割合	01017	80-84	00000	全国	2019000000	2019	%	4.83	
002	女	002	割合	01018	85-89	00000	全国	2015000001	2015	%	3.20	
002	女	002	割合	01018	85-89	00000	全国	2016000001	2016	%	3.31	
002	女	002	割合	01018	85-89	00000	全国	2017000001	2017	%	3.42	
002	女	002	割合	01018	85-89	00000	全国	2018000001	2018	%	3.53	
002	女	002	割合	01018	85-89	00000	全国	2019000000	2019	%	3.61	
002	女	002	割合	01019	90-94	00000	全国	2015000001	2015	%	1.57	
002	女	002	割合	01019	90-94	00000	全国	2016000001	2016	%	1.69	
002	女	002	割合	01019	90-94	00000	全国	2017000001	2017	%	1.79	
002	女	002	割合	01019	90-94	00000	全国	2018000001	2018	%	1.88	
002	女	002	割合	01019	90-94	00000	全国	2019000000	2019	%	1.98	
002	女	002	割合	01020	95-99	00000	全国	2015000001	2015	%	0.46	
002	女	002	割合	01020	95-99	00000	全国	2016000001	2016	%	0.49	
002	女	002	割合	01020	95-99	00000	全国	2017000001	2017	%	0.51	
002	女	002	割合	01020	95-99	00000	全国	2018000001	2018	%	0.56	
002	女	002	割合	01020	95-99	00000	全国	2019000000	2019	%	0.61	
002	女	002	割合	01021	100以上	00000	全国	2015000001	2015	%	0.08	
002	女	002	割合	01021	100以上	00000	全国	2016000001	2016	%	0.09	
002	女	002	割合	01021	100以上	00000	全国	2017000001	2017	%	0.09	
002	女	002	割合	01021	100以上	00000	全国	2018000001	2018	%	0.09	
002	女	002	割合	01021	100以上	00000	全国	2019000000	2019	%	0.09	
002	女	002	割合	02000	15未満	00000	全国	2015000001	2015	%	11.92	
002	女	002	割合	02000	15未満	00000	全国	2016000001	2016	%	11.82	
002	女	002	割合	02000	15未満	00000	全国	2017000001	2017	%	11.70	
002	女	002	割合	02000	15未満	00000	全国	2018000001	2018	%	11.59	
002	女	002	割合	02000	15未満	00000	全国	2019000000	2019	%	11.46	
002	女	002	割合	01023	15-64	00000	全国	2015000001	2015	%	58.63	
002	女	002	割合	01023	15-64	00000	全国	2016000001	2016	%	58.12	
002	女	002	割合	01023	15-64	00000	全国	2017000001	2017	%	57.73	
002	女	002	割合	01023	15-64	00000	全国	2018000001	2018	%	57.42	
002	女	002	割合	01023	15-64	00000	全国	2019000000	2019	%	57.22	
002	女	002	割合	01024	65以上	00000	全国	2015000001	2015	%	29.44	
002	女	002	割合	01024	65以上	00000	全国	2016000001	2016	%	30.06	
002	女	002	割合	01024	65以上	00000	全国	2017000001	2017	%	30.58	
002	女	002	割合	01024	65以上	00000	全国	2018000001	2018	%	31.00	
002	女	002	割合	01024	65以上	00000	全国	2019000000	2019	%	31.33	
002	女	002	割合	01028	65-74	00000	全国	2015000001	2015	%	14.10	
002	女	002	割合	01028	65-74	00000	全国	2016000001	2016	%	14.21	
002	女	002	割合	01028	65-74	00000	全国	2017000001	2017	%	14.21	
002	女	002	割合	01028	65-74	00000	全国	2018000001	2018	%	14.18	
002	女	002	割合	01028	65-74	00000	全国	2019000000	2019	%	14.03	
002	女	002	割合	01029	75以上	00000	全国	2015000001	2015	%	15.35	
002	女	002	割合	01029	75以上	00000	全国	2016000001	2016	%	15.86	
002	女	002	割合	01029	75以上	00000	全国	2017000001	2017	%	16.37	
002	女	002	割合	01029	75以上	00000	全国	2018000001	2018	%	16.82	
002	女	002	割合	01029	75以上	00000	全国	2019000000	2019	%	17.30	
